id,dengue
7_2022_52,1.82
8_2022_01,0.12
8_2022_02,0.12
8_2022_03,0.12
8_2022_04,0.13
8_2022_05,0.15
8_2022_06,0.16
8_2022_07,0.17
8_2022_08,0.18
8_2022_09,0.18
8_2022_10,0.18
8_2022_11,0.19
8_2022_12,0.2
8_2022_13,0.22
8_2022_14,0.22
8_2022_15,0.23
8_2022_16,0.24
8_2022_17,0.24
8_2022_18,0.24
8_2022_19,0.24
8_2022_20,0.24
8_2022_21,0.25
8_2022_22,0.24
8_2022_23,0.25
8_2022_24,0.25
8_2022_25,0.25
8_2022_26,0.25
8_2022_27,0.26
8_2022_28,0.27
8_2022_29,0.27
8_2022_30,0.29
8_2022_31,0.31
8_2022_32,0.34
8_2022_33,0.32
8_2022_34,0.3
8_2022_35,0.3
8_2022_36,0.3
8_2022_37,0.32
8_2022_38,0.37
8_2022_39,0.37
8_2022_40,0.33
8_2022_41,0.32
8_2022_42,0.33
8_2022_43,0.36
8_2022_44,0.34
8_2022_45,0.37
8_2022_46,0.36
8_2022_47,0.33
8_2022_48,0.33
8_2022_49,0.33
8_2022_50,0.33
8_2022_51,0.33
8_2022_52,0.33
9_2022_01,0.19
9_2022_02,0.21
9_2022_03,0.23
9_2022_04,0.27
9_2022_05,0.28
9_2022_06,0.3
9_2022_07,0.34
9_2022_08,0.41
9_2022_09,0.42
9_2022_10,0.41
9_2022_11,0.41
9_2022_12,0.4
9_2022_13,0.49
9_2022_14,0.49
9_2022_15,0.49
9_2022_16,0.48
9_2022_17,0.5
9_2022_18,0.49
9_2022_19,0.53
9_2022_20,0.53
9_2022_21,0.55
9_2022_22,0.55
9_2022_23,0.56
9_2022_24,0.56
9_2022_25,0.58
9_2022_26,0.58
9_2022_27,0.59
9_2022_28,0.6
9_2022_29,0.61
9_2022_30,0.64
9_2022_31,0.66
9_2022_32,0.7
9_2022_33,0.67
9_2022_34,0.66
9_2022_35,0.67
9_2022_36,0.67
9_2022_37,0.7
9_2022_38,0.75
9_2022_39,0.75
9_2022_40,0.71
9_2022_41,0.7
9_2022_42,0.71
9_2022_43,0.75
9_2022_44,0.73
9_2022_45,0.77
9_2022_46,0.75
9_2022_47,0.73
9_2022_48,0.74
9_2022_49,0.75
9_2022_50,0.75
9_2022_51,0.75
9_2022_52,0.75
