id,dengue
3_2022_47,2.05
3_2022_48,2.1
3_2022_49,2.09
3_2022_50,2.14
3_2022_51,2.09
3_2022_52,2.07
4_2022_01,0.83
4_2022_02,0.93
4_2022_03,1.05
4_2022_04,1.28
4_2022_05,1.13
4_2022_06,1.31
4_2022_07,1.58
4_2022_08,1.67
4_2022_09,1.81
4_2022_10,1.75
4_2022_11,1.87
4_2022_12,1.84
4_2022_13,1.89
4_2022_14,1.9
4_2022_15,1.92
4_2022_16,1.89
4_2022_17,1.91
4_2022_18,1.98
4_2022_19,1.98
4_2022_20,2.01
4_2022_21,1.97
4_2022_22,1.96
4_2022_23,2.02
4_2022_24,2.09
4_2022_25,2.11
4_2022_26,2.02
4_2022_27,2.06
4_2022_28,2.05
4_2022_29,2.01
4_2022_30,2.29
4_2022_31,1.9
4_2022_32,2.01
4_2022_33,1.9
4_2022_34,1.96
4_2022_35,1.89
4_2022_36,1.77
4_2022_37,1.89
4_2022_38,2.24
4_2022_39,1.75
4_2022_40,1.79
4_2022_41,1.72
4_2022_42,1.68
4_2022_43,1.82
4_2022_44,1.79
4_2022_45,1.61
4_2022_46,1.69
4_2022_47,1.78
4_2022_48,1.72
4_2022_49,1.71
4_2022_50,1.68
4_2022_51,1.73
4_2022_52,1.71
5_2022_01,0.37
5_2022_02,0.65
5_2022_03,0.79
5_2022_04,1.04
5_2022_05,1.02
5_2022_06,0.96
5_2022_07,0.83
5_2022_08,0.7
5_2022_09,0.6
5_2022_10,0.79
5_2022_11,0.78
5_2022_12,1.09
5_2022_13,1.54
5_2022_14,1.26
5_2022_15,0.87
5_2022_16,1.05
5_2022_17,1.01
5_2022_18,1.17
5_2022_19,1.19
5_2022_20,1.07
5_2022_21,1.45
5_2022_22,1.51
5_2022_23,1.08
5_2022_24,1.08
5_2022_25,1.24
5_2022_26,1.29
5_2022_27,1.53
5_2022_28,1.55
5_2022_29,1.6
5_2022_30,1.77
5_2022_31,1.54
5_2022_32,1.49
5_2022_33,1.5
5_2022_34,1.59
5_2022_35,1.55
5_2022_36,1.54
5_2022_37,1.6
5_2022_38,1.63
5_2022_39,1.48
5_2022_40,1.48
5_2022_41,1.45
5_2022_42,1.42
5_2022_43,1.37
5_2022_44,1.4
5_2022_45,1.41
5_2022_46,1.42
5_2022_47,1.44
5_2022_48,1.4
5_2022_49,1.39
5_2022_50,1.41
5_2022_51,1.44
5_2022_52,1.44
6_2022_01,0.03
6_2022_02,0.05
6_2022_03,0.36
6_2022_04,0.32
6_2022_05,0.43
6_2022_06,0.49
6_2022_07,0.59
6_2022_08,0.54
6_2022_09,0.74
6_2022_10,0.59
6_2022_11,0.76
6_2022_12,0.61
6_2022_13,0.74
6_2022_14,0.7
6_2022_15,0.74
6_2022_16,0.75
6_2022_17,0.82
6_2022_18,0.83
6_2022_19,0.87
6_2022_20,0.83
6_2022_21,0.85
6_2022_22,0.87
6_2022_23,0.86
6_2022_24,0.9
6_2022_25,0.92
6_2022_26,0.93
6_2022_27,0.86
6_2022_28,0.97
6_2022_29,1.01
6_2022_30,1.06
6_2022_31,1.0
6_2022_32,0.82
6_2022_33,0.97
6_2022_34,0.9
6_2022_35,0.89
6_2022_36,1.09
6_2022_37,0.9
6_2022_38,0.83
6_2022_39,1.18
6_2022_40,0.9
6_2022_41,0.99
6_2022_42,1.02
6_2022_43,0.81
6_2022_44,1.05
6_2022_45,0.96
6_2022_46,0.83
6_2022_47,1.1
6_2022_48,0.94
6_2022_49,0.84
6_2022_50,1.07
6_2022_51,0.94
6_2022_52,0.86
7_2022_01,1.65
7_2022_02,1.16
7_2022_03,1.19
7_2022_04,1.22
7_2022_05,1.28
7_2022_06,1.27
7_2022_07,1.29
7_2022_08,1.29
7_2022_09,1.25
7_2022_10,1.25
7_2022_11,1.2
7_2022_12,1.26
7_2022_13,1.21
7_2022_14,1.23
7_2022_15,1.24
7_2022_16,1.21
7_2022_17,1.27
7_2022_18,1.25
7_2022_19,1.2
7_2022_20,1.2
7_2022_21,1.27
7_2022_22,1.17
7_2022_23,1.18
7_2022_24,1.16
7_2022_25,1.18
7_2022_26,1.15
7_2022_27,0.97
7_2022_28,1.06
7_2022_29,1.43
7_2022_30,0.97
7_2022_31,1.02
7_2022_32,1.1
7_2022_33,1.08
7_2022_34,1.06
7_2022_35,1.06
7_2022_36,0.88
7_2022_37,1.05
7_2022_38,1.02
7_2022_39,0.94
7_2022_40,0.9
7_2022_41,0.72
7_2022_42,0.88
7_2022_43,0.82
7_2022_44,0.97
7_2022_45,0.86
7_2022_46,0.84
7_2022_47,0.88
7_2022_48,0.81
7_2022_49,0.89
7_2022_50,0.8
7_2022_51,0.88
7_2022_52,0.8
8_2022_01,0.2
8_2022_02,0.33
8_2022_03,0.61
8_2022_04,0.43
8_2022_05,0.97
8_2022_06,0.57
8_2022_07,0.92
8_2022_08,0.75
8_2022_09,1.15
8_2022_10,0.87
8_2022_11,1.28
8_2022_12,0.99
8_2022_13,1.25
8_2022_14,1.03
8_2022_15,1.21
8_2022_16,1.12
8_2022_17,1.33
8_2022_18,1.25
8_2022_19,1.45
8_2022_20,1.3
8_2022_21,1.42
8_2022_22,1.52
8_2022_23,1.33
8_2022_24,1.39
8_2022_25,1.51
8_2022_26,1.49
8_2022_27,1.43
8_2022_28,1.55
8_2022_29,1.56
8_2022_30,1.6
8_2022_31,1.47
8_2022_32,1.5
8_2022_33,1.45
8_2022_34,1.5
8_2022_35,1.45
8_2022_36,1.48
8_2022_37,1.42
8_2022_38,1.46
8_2022_39,1.48
8_2022_40,1.39
8_2022_41,1.43
8_2022_42,1.46
8_2022_43,1.48
8_2022_44,1.45
8_2022_45,1.52
8_2022_46,1.49
8_2022_47,1.49
8_2022_48,1.5
8_2022_49,1.47
8_2022_50,1.49
8_2022_51,1.47
8_2022_52,1.48
9_2022_01,0.93
9_2022_02,0.26
9_2022_03,0.69
9_2022_04,0.77
9_2022_05,0.78
9_2022_06,0.9
9_2022_07,1.03
9_2022_08,1.1
9_2022_09,0.94
9_2022_10,1.11
9_2022_11,1.16
9_2022_12,1.02
9_2022_13,1.21
9_2022_14,1.19
9_2022_15,1.09
9_2022_16,1.23
9_2022_17,1.31
9_2022_18,1.37
9_2022_19,1.39
9_2022_20,1.3
9_2022_21,1.45
9_2022_22,1.53
9_2022_23,1.45
9_2022_24,1.41
9_2022_25,1.42
9_2022_26,1.42
9_2022_27,1.38
9_2022_28,1.39
9_2022_29,1.39
9_2022_30,1.57
9_2022_31,1.43
9_2022_32,1.46
9_2022_33,1.4
9_2022_34,1.46
9_2022_35,1.41
9_2022_36,1.34
9_2022_37,1.31
9_2022_38,1.4
9_2022_39,1.42
9_2022_40,1.42
9_2022_41,1.34
9_2022_42,1.39
9_2022_43,1.26
9_2022_44,1.47
9_2022_45,1.43
9_2022_46,1.4
9_2022_47,1.38
9_2022_48,1.42
9_2022_49,1.44
9_2022_50,1.42
9_2022_51,1.42
9_2022_52,1.43
