id,dengue
4_2022_17,1.64
4_2022_18,1.71
4_2022_19,1.8
4_2022_20,1.62
4_2022_21,1.64
4_2022_22,1.96
4_2022_23,1.91
4_2022_24,1.6
4_2022_25,1.62
4_2022_26,2.03
4_2022_27,2.16
4_2022_28,2.31
4_2022_29,2.55
4_2022_30,2.47
4_2022_31,2.28
4_2022_32,1.86
4_2022_33,1.76
4_2022_34,1.67
4_2022_35,1.59
4_2022_36,1.58
4_2022_37,1.76
4_2022_38,2.32
4_2022_39,1.83
4_2022_40,1.58
4_2022_41,1.64
4_2022_42,1.89
4_2022_43,2.51
4_2022_44,1.86
4_2022_45,2.26
4_2022_46,2.22
4_2022_47,1.95
4_2022_48,1.84
4_2022_49,1.93
4_2022_50,2.13
4_2022_51,2.22
4_2022_52,1.71
5_2022_01,1.14
5_2022_02,0.0
5_2022_03,0.0
5_2022_04,1.62
5_2022_05,2.17
5_2022_06,1.8
5_2022_07,2.04
5_2022_08,2.44
5_2022_09,2.49
5_2022_10,2.27
5_2022_11,2.15
5_2022_12,2.08
5_2022_13,2.02
5_2022_14,1.68
5_2022_15,1.73
5_2022_16,1.81
5_2022_17,1.64
5_2022_18,1.71
5_2022_19,1.8
5_2022_20,1.62
5_2022_21,1.64
5_2022_22,1.96
5_2022_23,1.91
5_2022_24,1.6
5_2022_25,1.62
5_2022_26,2.03
5_2022_27,2.16
5_2022_28,2.31
5_2022_29,2.55
5_2022_30,2.47
5_2022_31,2.28
5_2022_32,1.86
5_2022_33,1.76
5_2022_34,1.67
5_2022_35,1.59
5_2022_36,1.58
5_2022_37,1.76
5_2022_38,2.32
5_2022_39,1.83
5_2022_40,1.58
5_2022_41,1.64
5_2022_42,1.89
5_2022_43,2.51
5_2022_44,1.86
5_2022_45,2.26
5_2022_46,2.22
5_2022_47,1.95
5_2022_48,1.84
5_2022_49,1.93
5_2022_50,2.13
5_2022_51,2.22
5_2022_52,1.71
6_2022_01,0.43
6_2022_02,0.16
6_2022_03,0.92
6_2022_04,1.65
6_2022_05,2.17
6_2022_06,2.22
6_2022_07,2.38
6_2022_08,2.41
6_2022_09,2.49
6_2022_10,2.27
6_2022_11,2.15
6_2022_12,2.08
6_2022_13,2.02
6_2022_14,1.68
6_2022_15,1.73
6_2022_16,1.81
6_2022_17,1.64
6_2022_18,1.71
6_2022_19,1.8
6_2022_20,1.62
6_2022_21,1.64
6_2022_22,1.96
6_2022_23,1.91
6_2022_24,1.6
6_2022_25,1.62
6_2022_26,2.03
6_2022_27,2.16
6_2022_28,2.31
6_2022_29,2.55
6_2022_30,2.47
6_2022_31,2.28
6_2022_32,1.86
6_2022_33,1.76
6_2022_34,1.67
6_2022_35,1.59
6_2022_36,1.58
6_2022_37,1.76
6_2022_38,2.32
6_2022_39,1.83
6_2022_40,1.58
6_2022_41,1.64
6_2022_42,1.89
6_2022_43,2.51
6_2022_44,1.86
6_2022_45,2.26
6_2022_46,2.22
6_2022_47,1.95
6_2022_48,1.84
6_2022_49,1.93
6_2022_50,2.13
6_2022_51,2.22
6_2022_52,1.71
7_2022_01,1.37
7_2022_02,4.8
7_2022_03,0.53
7_2022_04,1.91
7_2022_05,2.71
7_2022_06,3.17
7_2022_07,2.12
7_2022_08,2.41
7_2022_09,2.49
7_2022_10,2.27
7_2022_11,2.15
7_2022_12,2.08
7_2022_13,2.02
7_2022_14,1.68
7_2022_15,1.73
7_2022_16,1.81
7_2022_17,1.64
7_2022_18,1.71
7_2022_19,1.8
7_2022_20,1.62
7_2022_21,1.64
7_2022_22,1.96
7_2022_23,1.91
7_2022_24,1.6
7_2022_25,1.62
7_2022_26,2.03
7_2022_27,2.16
7_2022_28,2.31
7_2022_29,2.55
7_2022_30,2.47
7_2022_31,2.28
7_2022_32,1.86
7_2022_33,1.76
7_2022_34,1.67
7_2022_35,1.59
7_2022_36,1.58
7_2022_37,1.76
7_2022_38,2.32
7_2022_39,1.83
7_2022_40,1.58
7_2022_41,1.64
7_2022_42,1.89
7_2022_43,2.51
7_2022_44,1.86
7_2022_45,2.26
7_2022_46,2.22
7_2022_47,1.95
7_2022_48,1.84
7_2022_49,1.93
7_2022_50,2.13
7_2022_51,2.22
7_2022_52,1.71
8_2022_01,0.45
8_2022_02,0.17
8_2022_03,0.92
8_2022_04,1.65
8_2022_05,2.17
8_2022_06,2.22
8_2022_07,2.38
8_2022_08,2.41
8_2022_09,2.49
8_2022_10,2.27
8_2022_11,2.15
8_2022_12,2.08
8_2022_13,2.02
8_2022_14,1.68
8_2022_15,1.73
8_2022_16,1.81
8_2022_17,1.64
8_2022_18,1.71
8_2022_19,1.8
8_2022_20,1.62
8_2022_21,1.64
8_2022_22,1.96
8_2022_23,1.91
8_2022_24,1.6
8_2022_25,1.62
8_2022_26,2.03
8_2022_27,2.16
8_2022_28,2.31
8_2022_29,2.55
8_2022_30,2.47
8_2022_31,2.28
8_2022_32,1.86
8_2022_33,1.76
8_2022_34,1.67
8_2022_35,1.59
8_2022_36,1.58
8_2022_37,1.76
8_2022_38,2.32
8_2022_39,1.83
8_2022_40,1.58
8_2022_41,1.64
8_2022_42,1.89
8_2022_43,2.51
8_2022_44,1.86
8_2022_45,2.26
8_2022_46,2.22
8_2022_47,1.95
8_2022_48,1.84
8_2022_49,1.93
8_2022_50,2.13
8_2022_51,2.22
8_2022_52,1.71
9_2022_01,0.58
9_2022_02,0.99
9_2022_03,0.82
9_2022_04,1.7
9_2022_05,2.28
9_2022_06,2.13
9_2022_07,2.42
9_2022_08,2.41
9_2022_09,2.49
9_2022_10,2.27
9_2022_11,2.15
9_2022_12,2.08
9_2022_13,2.02
9_2022_14,1.68
9_2022_15,1.73
9_2022_16,1.81
9_2022_17,1.64
9_2022_18,1.71
9_2022_19,1.8
9_2022_20,1.62
9_2022_21,1.64
9_2022_22,1.96
9_2022_23,1.91
9_2022_24,1.6
9_2022_25,1.62
9_2022_26,2.03
9_2022_27,2.16
9_2022_28,2.31
9_2022_29,2.55
9_2022_30,2.47
9_2022_31,2.28
9_2022_32,1.86
9_2022_33,1.76
9_2022_34,1.67
9_2022_35,1.59
9_2022_36,1.58
9_2022_37,1.76
9_2022_38,2.32
9_2022_39,1.83
9_2022_40,1.58
9_2022_41,1.64
9_2022_42,1.89
9_2022_43,2.51
9_2022_44,1.86
9_2022_45,2.26
9_2022_46,2.22
9_2022_47,1.95
9_2022_48,1.84
9_2022_49,1.93
9_2022_50,2.13
9_2022_51,2.22
9_2022_52,1.71
