id,id_bar,anio,semana,ESTRATO,area_barrio,dengue,concentraciones,vivienda,equipesado,sumideros,maquina,lluvia_mean,lluvia_var,lluvia_max,lluvia_min,temperatura_mean,temperatura_var,temperatura_max,temperatura_min
4_2015_03,4,2015,3,3.0,0.56,6.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
5_2015_03,5,2015,3,3.0,0.842,2.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
3_2015_03,3,2015,3,1.0,0.781,3.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
8_2015_03,8,2015,3,2.0,0.394,1.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
9_2015_03,9,2015,3,2.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
2_2015_03,2,2015,3,2.0,0.78,2.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
6_2015_03,6,2015,3,1.0,0.381,1.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
1_2015_03,1,2015,3,1.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
7_2015_03,7,2015,3,3.0,0.917,2.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
0_2015_03,0,2015,3,2.0,1.196,9.0,0.0,0.0,0.0,0.0,0.0,0.8180753968253969,10.622183166603303,28.616666666666664,0.0,25.17593984962406,11.46661369332423,32.45,19.4
4_2015_04,4,2015,4,3.0,0.56,4.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
5_2015_04,5,2015,4,3.0,0.842,2.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
3_2015_04,3,2015,4,1.0,0.781,4.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
8_2015_04,8,2015,4,2.0,0.394,2.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
9_2015_04,9,2015,4,2.0,0.292,4.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
2_2015_04,2,2015,4,2.0,0.78,6.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
6_2015_04,6,2015,4,1.0,0.381,7.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
1_2015_04,1,2015,4,1.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
7_2015_04,7,2015,4,3.0,0.917,4.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
0_2015_04,0,2015,4,2.0,1.196,5.0,0.0,0.0,0.0,0.0,0.0,0.2552281746031746,1.2988335304589225,10.285,0.0,24.31845238095238,8.424986812090097,30.5,19.4
4_2015_05,4,2015,5,3.0,0.56,10.0,0.0,0.0,0.0,2.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
5_2015_05,5,2015,5,3.0,0.842,4.0,0.0,0.0,0.0,4.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
3_2015_05,3,2015,5,1.0,0.781,0.0,0.0,0.0,0.0,2.0,1.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
8_2015_05,8,2015,5,2.0,0.394,1.0,0.0,0.0,0.0,3.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
9_2015_05,9,2015,5,2.0,0.292,6.0,0.0,0.0,0.0,1.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
2_2015_05,2,2015,5,2.0,0.78,5.0,0.0,0.0,0.0,3.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
6_2015_05,6,2015,5,1.0,0.381,11.0,0.0,0.0,0.0,0.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
1_2015_05,1,2015,5,1.0,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
7_2015_05,7,2015,5,3.0,0.917,4.0,0.0,0.0,0.0,5.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
0_2015_05,0,2015,5,2.0,1.196,5.0,0.0,0.0,0.0,3.0,0.0,0.06081349206349206,0.1332941446472135,3.1333333333333333,0.0,25.513095238095236,8.864977188480175,31.5,20.7
4_2015_06,4,2015,6,3.0,0.56,12.0,0.0,0.0,0.0,3.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
5_2015_06,5,2015,6,3.0,0.842,5.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
3_2015_06,3,2015,6,1.0,0.781,3.0,0.0,0.0,0.0,0.0,3.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
8_2015_06,8,2015,6,2.0,0.394,5.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
9_2015_06,9,2015,6,2.0,0.292,8.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
2_2015_06,2,2015,6,2.0,0.78,5.0,0.0,7.0,2.0,1.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
6_2015_06,6,2015,6,1.0,0.381,10.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
1_2015_06,1,2015,6,1.0,0.6,11.0,0.0,0.0,0.0,0.0,2.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
7_2015_06,7,2015,6,3.0,0.917,2.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
0_2015_06,0,2015,6,2.0,1.196,5.0,0.0,0.0,0.0,0.0,0.0,0.5233134920634921,5.284399001599975,18.400000000000002,0.0,25.074404761904763,9.415688266324487,32.4,20.5
4_2015_07,4,2015,7,3.0,0.56,12.0,0.0,0.0,0.0,0.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
5_2015_07,5,2015,7,3.0,0.842,10.0,0.0,0.0,0.0,4.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
3_2015_07,3,2015,7,1.0,0.781,2.0,0.0,0.0,0.0,2.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
8_2015_07,8,2015,7,2.0,0.394,8.0,0.0,0.0,0.0,2.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
9_2015_07,9,2015,7,2.0,0.292,4.0,0.0,0.0,0.0,1.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
2_2015_07,2,2015,7,2.0,0.78,15.0,0.0,0.0,0.0,3.0,1.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
6_2015_07,6,2015,7,1.0,0.381,14.0,0.0,0.0,0.0,0.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
1_2015_07,1,2015,7,1.0,0.6,8.0,0.0,8.0,0.0,0.0,1.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
7_2015_07,7,2015,7,3.0,0.917,3.0,0.0,0.0,0.0,6.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
0_2015_07,0,2015,7,2.0,1.196,3.0,0.0,0.0,0.0,3.0,0.0,0.28713293650793653,1.8683326655221322,13.21,0.0,25.398203592814372,11.08041844022797,32.6,19.1
4_2015_08,4,2015,8,3.0,0.56,6.0,0.0,0.0,1.0,2.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
5_2015_08,5,2015,8,3.0,0.842,7.0,0.0,0.0,0.0,5.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
3_2015_08,3,2015,8,1.0,0.781,6.0,0.0,0.0,0.0,2.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
8_2015_08,8,2015,8,2.0,0.394,7.0,0.0,6.0,4.0,3.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
9_2015_08,9,2015,8,2.0,0.292,9.0,0.0,0.0,0.0,1.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
2_2015_08,2,2015,8,2.0,0.78,9.0,0.0,0.0,0.0,3.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
6_2015_08,6,2015,8,1.0,0.381,11.0,0.0,0.0,0.0,0.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
1_2015_08,1,2015,8,1.0,0.6,7.0,0.0,0.0,3.0,0.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
7_2015_08,7,2015,8,3.0,0.917,3.0,0.0,0.0,0.0,5.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
0_2015_08,0,2015,8,2.0,1.196,6.0,0.0,0.0,0.0,3.0,0.0,0.005535714285714286,0.0043032375724741,0.8466666666666667,0.0,26.208383233532935,9.562218454656954,32.2,20.8
4_2015_09,4,2015,9,3.0,0.56,22.0,0.0,0.0,4.0,2.0,2.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
5_2015_09,5,2015,9,3.0,0.842,4.0,0.0,0.0,0.0,4.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
3_2015_09,3,2015,9,1.0,0.781,3.0,0.0,0.0,0.0,2.0,1.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
8_2015_09,8,2015,9,2.0,0.394,5.0,0.0,0.0,0.0,3.0,1.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
9_2015_09,9,2015,9,2.0,0.292,11.0,0.0,0.0,0.0,1.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
2_2015_09,2,2015,9,2.0,0.78,8.0,0.0,0.0,0.0,3.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
6_2015_09,6,2015,9,1.0,0.381,13.0,0.0,0.0,0.0,0.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
1_2015_09,1,2015,9,1.0,0.6,8.0,0.0,7.0,2.0,0.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
7_2015_09,7,2015,9,3.0,0.917,3.0,0.0,0.0,0.0,4.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
0_2015_09,0,2015,9,2.0,1.196,5.0,0.0,0.0,2.0,3.0,0.0,0.3837896825396826,3.1945004558343637,16.680000000000003,0.0,25.54642857142857,10.88010692899914,32.1,20.1
4_2015_10,4,2015,10,3.0,0.56,12.0,0.0,0.0,0.0,2.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
5_2015_10,5,2015,10,3.0,0.842,2.0,19.0,0.0,0.0,4.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
3_2015_10,3,2015,10,1.0,0.781,0.0,0.0,0.0,0.0,2.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
8_2015_10,8,2015,10,2.0,0.394,5.0,1.0,0.0,0.0,2.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
9_2015_10,9,2015,10,2.0,0.292,6.0,2.0,0.0,0.0,1.0,1.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
2_2015_10,2,2015,10,2.0,0.78,8.0,1.0,0.0,0.0,3.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
6_2015_10,6,2015,10,1.0,0.381,15.0,0.0,0.0,0.0,0.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
1_2015_10,1,2015,10,1.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
7_2015_10,7,2015,10,3.0,0.917,6.0,1.0,4.0,2.0,6.0,0.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
0_2015_10,0,2015,10,2.0,1.196,7.0,0.0,0.0,0.0,3.0,2.0,0.1926190476190476,0.9827382758292935,8.023333333333333,0.0,25.713690476190475,10.643823424579415,33.7,20.2
4_2015_11,4,2015,11,3.0,0.56,21.0,0.0,19.0,6.0,2.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
5_2015_11,5,2015,11,3.0,0.842,4.0,1.0,0.0,0.0,5.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
3_2015_11,3,2015,11,1.0,0.781,0.0,1.0,0.0,0.0,1.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
8_2015_11,8,2015,11,2.0,0.394,11.0,9.0,0.0,0.0,3.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
9_2015_11,9,2015,11,2.0,0.292,9.0,2.0,0.0,0.0,1.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
2_2015_11,2,2015,11,2.0,0.78,6.0,0.0,0.0,0.0,0.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
6_2015_11,6,2015,11,1.0,0.381,16.0,2.0,0.0,0.0,0.0,1.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
1_2015_11,1,2015,11,1.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
7_2015_11,7,2015,11,3.0,0.917,3.0,0.0,0.0,0.0,0.0,2.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
0_2015_11,0,2015,11,2.0,1.196,5.0,0.0,0.0,2.0,0.0,1.0,0.21831349206349207,1.151219028213415,9.466666666666667,0.0,26.457738095238092,11.838861919019106,33.2,21.2
4_2015_12,4,2015,12,3.0,0.56,12.0,0.0,0.0,2.0,0.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
5_2015_12,5,2015,12,3.0,0.842,3.0,0.0,0.0,0.0,0.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
3_2015_12,3,2015,12,1.0,0.781,2.0,0.0,0.0,0.0,1.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
8_2015_12,8,2015,12,2.0,0.394,4.0,0.0,0.0,0.0,0.0,1.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
9_2015_12,9,2015,12,2.0,0.292,6.0,0.0,0.0,0.0,0.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
2_2015_12,2,2015,12,2.0,0.78,9.0,0.0,0.0,0.0,3.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
6_2015_12,6,2015,12,1.0,0.381,11.0,0.0,0.0,3.0,0.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
1_2015_12,1,2015,12,1.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
7_2015_12,7,2015,12,3.0,0.917,5.0,0.0,0.0,2.0,5.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
0_2015_12,0,2015,12,2.0,1.196,4.0,0.0,0.0,4.0,3.0,0.0,0.4422420634920635,2.520212200202769,11.733333333333334,0.0,24.420535714285712,8.123662585543201,30.4,19.95
4_2015_13,4,2015,13,3.0,0.56,7.0,0.0,0.0,0.0,2.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
5_2015_13,5,2015,13,3.0,0.842,3.0,0.0,0.0,0.0,4.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
3_2015_13,3,2015,13,1.0,0.781,4.0,0.0,0.0,0.0,2.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
8_2015_13,8,2015,13,2.0,0.394,3.0,0.0,0.0,2.0,3.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
9_2015_13,9,2015,13,2.0,0.292,4.0,0.0,0.0,0.0,1.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
2_2015_13,2,2015,13,2.0,0.78,12.0,0.0,5.0,4.0,3.0,1.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
6_2015_13,6,2015,13,1.0,0.381,12.0,0.0,0.0,0.0,0.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
1_2015_13,1,2015,13,1.0,0.6,15.0,0.0,0.0,0.0,0.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
7_2015_13,7,2015,13,3.0,0.917,5.0,0.0,0.0,0.0,6.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
0_2015_13,0,2015,13,2.0,1.196,4.0,0.0,0.0,2.0,3.0,0.0,0.20552083333333332,0.9229105429765467,7.0325,0.0,24.87202380952381,9.940440191046482,32.2,20.2
4_2015_14,4,2015,14,3.0,0.56,7.0,0.0,0.0,0.0,2.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
5_2015_14,5,2015,14,3.0,0.842,8.0,0.0,0.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
3_2015_14,3,2015,14,1.0,0.781,1.0,0.0,0.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
8_2015_14,8,2015,14,2.0,0.394,8.0,0.0,5.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
9_2015_14,9,2015,14,2.0,0.292,7.0,0.0,0.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
2_2015_14,2,2015,14,2.0,0.78,11.0,0.0,0.0,3.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
6_2015_14,6,2015,14,1.0,0.381,11.0,0.0,0.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
1_2015_14,1,2015,14,1.0,0.6,14.0,0.0,0.0,0.0,0.0,0.0,0.3693700396825397,16.930057630547434,53.25333333333333,0.0,24.760670731707318,8.943397706868161,30.8,19.8
