id,dengue
3_2022_46,0.42
3_2022_47,0.41
3_2022_48,0.84
3_2022_49,1.22
3_2022_50,0.54
3_2022_51,0.83
3_2022_52,0.58
4_2022_01,1.47
4_2022_02,1.48
4_2022_03,0.98
4_2022_04,1.56
4_2022_05,1.31
4_2022_06,1.6
4_2022_07,2.16
4_2022_08,0.8
4_2022_09,0.87
4_2022_10,0.88
4_2022_11,0.83
4_2022_12,0.39
4_2022_13,0.71
4_2022_14,0.63
4_2022_15,0.92
4_2022_16,1.06
4_2022_17,1.27
4_2022_18,1.04
4_2022_19,1.7
4_2022_20,2.08
4_2022_21,1.87
4_2022_22,2.29
4_2022_23,2.13
4_2022_24,1.46
4_2022_25,1.27
4_2022_26,1.43
4_2022_27,1.05
4_2022_28,1.08
4_2022_29,0.67
4_2022_30,0.6
4_2022_31,0.7
4_2022_32,1.33
4_2022_33,0.7
4_2022_34,2.02
4_2022_35,2.07
4_2022_36,1.69
4_2022_37,2.49
4_2022_38,2.3
4_2022_39,1.47
4_2022_40,3.15
4_2022_41,1.69
4_2022_42,1.2
4_2022_43,0.46
4_2022_44,0.61
4_2022_45,0.67
4_2022_46,0.42
4_2022_47,0.28
4_2022_48,0.51
4_2022_49,0.86
4_2022_50,0.48
4_2022_51,0.81
4_2022_52,0.6
5_2022_01,1.17
5_2022_02,1.62
5_2022_03,1.46
5_2022_04,3.14
5_2022_05,2.34
5_2022_06,2.23
5_2022_07,1.42
5_2022_08,1.95
5_2022_09,1.26
5_2022_10,1.57
5_2022_11,2.03
5_2022_12,0.9
5_2022_13,1.41
5_2022_14,1.12
5_2022_15,1.09
5_2022_16,1.01
5_2022_17,1.16
5_2022_18,1.5
5_2022_19,3.22
5_2022_20,2.75
5_2022_21,3.39
5_2022_22,3.88
5_2022_23,3.74
5_2022_24,1.23
5_2022_25,1.44
5_2022_26,1.26
5_2022_27,0.81
5_2022_28,0.86
5_2022_29,0.74
5_2022_30,0.64
5_2022_31,0.84
5_2022_32,0.8
5_2022_33,0.67
5_2022_34,0.96
5_2022_35,0.69
5_2022_36,0.79
5_2022_37,0.69
5_2022_38,0.65
5_2022_39,0.85
5_2022_40,0.86
5_2022_41,0.6
5_2022_42,0.56
5_2022_43,0.27
5_2022_44,0.42
5_2022_45,0.34
5_2022_46,0.49
5_2022_47,0.34
5_2022_48,0.61
5_2022_49,0.83
5_2022_50,0.78
5_2022_51,0.74
5_2022_52,0.5
6_2022_01,0.82
6_2022_02,1.1
6_2022_03,0.83
6_2022_04,0.99
6_2022_05,0.43
6_2022_06,0.49
6_2022_07,0.23
6_2022_08,0.35
6_2022_09,0.17
6_2022_10,0.0
6_2022_11,0.4
6_2022_12,0.36
6_2022_13,0.54
6_2022_14,0.68
6_2022_15,0.8
6_2022_16,1.27
6_2022_17,0.56
6_2022_18,0.61
6_2022_19,1.18
6_2022_20,1.19
6_2022_21,1.13
6_2022_22,1.16
6_2022_23,0.35
6_2022_24,0.39
6_2022_25,0.0
6_2022_26,0.27
6_2022_27,0.33
6_2022_28,0.6
6_2022_29,0.42
6_2022_30,0.35
6_2022_31,0.46
6_2022_32,1.14
6_2022_33,1.27
6_2022_34,1.51
6_2022_35,1.54
6_2022_36,1.24
6_2022_37,1.82
6_2022_38,1.68
6_2022_39,1.34
6_2022_40,1.45
6_2022_41,1.48
6_2022_42,1.71
6_2022_43,1.49
6_2022_44,0.75
6_2022_45,1.3
6_2022_46,0.71
6_2022_47,1.18
6_2022_48,1.43
6_2022_49,0.19
6_2022_50,0.75
6_2022_51,0.61
6_2022_52,0.59
7_2022_01,1.62
7_2022_02,1.61
7_2022_03,1.39
7_2022_04,1.66
7_2022_05,1.75
7_2022_06,1.1
7_2022_07,1.12
7_2022_08,1.0
7_2022_09,1.0
7_2022_10,0.25
7_2022_11,0.59
7_2022_12,0.67
7_2022_13,0.71
7_2022_14,1.0
7_2022_15,0.96
7_2022_16,0.8
7_2022_17,0.39
7_2022_18,1.32
7_2022_19,1.06
7_2022_20,1.76
7_2022_21,0.88
7_2022_22,1.16
7_2022_23,1.12
7_2022_24,0.51
7_2022_25,0.87
7_2022_26,0.84
7_2022_27,0.94
7_2022_28,1.14
7_2022_29,1.17
7_2022_30,1.19
7_2022_31,2.45
7_2022_32,1.68
7_2022_33,2.6
7_2022_34,1.45
7_2022_35,1.32
7_2022_36,0.92
7_2022_37,0.76
7_2022_38,0.55
7_2022_39,0.67
7_2022_40,0.6
7_2022_41,0.65
7_2022_42,0.54
7_2022_43,0.29
7_2022_44,0.41
7_2022_45,0.66
7_2022_46,0.53
7_2022_47,0.41
7_2022_48,0.77
7_2022_49,0.8
7_2022_50,0.91
7_2022_51,1.0
7_2022_52,0.5
8_2022_01,0.89
8_2022_02,0.92
8_2022_03,0.73
8_2022_04,0.93
8_2022_05,0.81
8_2022_06,1.09
8_2022_07,0.9
8_2022_08,0.84
8_2022_09,0.63
8_2022_10,0.29
8_2022_11,0.55
8_2022_12,0.41
8_2022_13,0.62
8_2022_14,0.74
8_2022_15,0.94
8_2022_16,1.08
8_2022_17,1.07
8_2022_18,0.97
8_2022_19,2.02
8_2022_20,2.1
8_2022_21,1.46
8_2022_22,1.34
8_2022_23,0.55
8_2022_24,0.44
8_2022_25,0.85
8_2022_26,0.71
8_2022_27,0.61
8_2022_28,0.88
8_2022_29,0.65
8_2022_30,0.75
8_2022_31,1.42
8_2022_32,2.09
8_2022_33,1.65
8_2022_34,2.55
8_2022_35,1.54
8_2022_36,2.8
8_2022_37,2.02
8_2022_38,1.57
8_2022_39,2.04
8_2022_40,2.37
8_2022_41,1.42
8_2022_42,1.36
8_2022_43,0.29
8_2022_44,0.41
8_2022_45,0.52
8_2022_46,0.42
8_2022_47,0.33
8_2022_48,0.56
8_2022_49,0.09
8_2022_50,0.38
8_2022_51,0.95
8_2022_52,0.48
9_2022_01,1.7
9_2022_02,1.49
9_2022_03,0.78
9_2022_04,0.97
9_2022_05,0.43
9_2022_06,0.66
9_2022_07,0.42
9_2022_08,0.65
9_2022_09,0.64
9_2022_10,0.28
9_2022_11,0.5
9_2022_12,0.65
9_2022_13,0.69
9_2022_14,0.76
9_2022_15,1.06
9_2022_16,1.57
9_2022_17,1.3
9_2022_18,0.88
9_2022_19,0.85
9_2022_20,1.15
9_2022_21,0.68
9_2022_22,1.12
9_2022_23,0.23
9_2022_24,0.4
9_2022_25,0.84
9_2022_26,0.88
9_2022_27,0.61
9_2022_28,0.78
9_2022_29,0.43
9_2022_30,0.47
9_2022_31,0.87
9_2022_32,1.7
9_2022_33,1.48
9_2022_34,2.1
9_2022_35,1.4
9_2022_36,1.6
9_2022_37,1.37
9_2022_38,1.23
9_2022_39,0.96
9_2022_40,0.98
9_2022_41,1.19
9_2022_42,2.04
9_2022_43,0.96
9_2022_44,0.71
9_2022_45,1.06
9_2022_46,0.41
9_2022_47,0.62
9_2022_48,1.1
9_2022_49,0.0
9_2022_50,0.38
9_2022_51,0.53
9_2022_52,0.47
